gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Female;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2525;2525;No
Male;No;No;Yes;61;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1975;11242;No
Female;No;Yes;Yes;29;Yes;No;No;No;No;No;No;No;No;One year;No;Electronic check;20;54005;No
Male;Yes;Yes;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;868;197585;No
Female;No;Yes;No;57;No;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);5875;343745;No
Male;No;Yes;Yes;72;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);4525;31398;No
Male;No;Yes;No;66;No;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);566;37892;No
Male;No;Yes;Yes;65;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);842;53245;No
Female;No;No;No;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);80;6246;No
Female;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;26835;Yes
Female;No;Yes;No;71;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);2475;18369;No
Male;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;One year;Yes;Electronic check;202;202;No
Male;No;Yes;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;5005;17935;Yes
Female;No;No;No;12;Yes;No;No;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);1935;21935;No
Male;No;No;No;24;No;No;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check;506;128875;No
Female;No;Yes;Yes;31;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;8115;254575;No
Female;No;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;552;552;Yes
Male;No;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);899;272315;No
Female;No;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);853;410725;No
Male;No;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108;576065;No
Male;No;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);935;47475;No
Male;No;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;846;846;Yes
Female;No;No;No;72;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2025;15669;No
Female;No;No;No;29;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;2515;702;No
Male;No;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;544;1141;Yes
Female;No;No;No;10;No;No;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check;296;29905;No
Male;No;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7315;130595;No
Female;Yes;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95;11203;Yes
Male;No;No;No;16;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1975;28435;No
Female;No;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);866;63505;No
Male;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1092;78783;No
Female;No;Yes;Yes;41;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);747;318765;No
Female;Yes;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;944;612615;No
Female;Yes;No;No;13;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;548;7313;No
Male;Yes;No;No;4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;7535;2734;No
Male;No;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65;25318;No
Male;Yes;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;744;10743;Yes
Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;4855;4855;Yes
Male;No;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;99;429845;No
Female;No;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;935;461955;No
Female;No;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;704;14715;Yes
Male;Yes;Yes;No;1;No;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;402;402;Yes
Male;No;No;Yes;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);837;26333;No
Male;No;No;No;10;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;1985;19305;No
Female;No;Yes;Yes;67;No;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;5955;41039;No
Female;No;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1151;700815;No
Male;No;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);11435;57911;No
Female;No;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);446;8055;Yes
Female;Yes;Yes;No;29;No;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45;122865;No
Male;Yes;No;No;3;No;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;4115;1322;Yes
Male;Yes;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1069;13643;Yes
Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8985;492535;No
Female;No;No;No;31;No;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);4985;15201;No
Female;No;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;1133;503225;No
Female;No;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;881;552675;No
Male;No;No;No;50;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);249;119525;No
Female;Yes;No;No;19;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;105;200725;No
Male;No;No;No;59;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1935;10996;Yes
Female;No;Yes;No;71;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);2425;173295;No
Female;Yes;No;No;16;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9445;15112;Yes
Male;No;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check;5975;345015;No
Male;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);248;248;Yes
Male;Yes;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;10705;217205;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;706;706;Yes
Male;No;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;854;4011;Yes
Female;No;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10505;562485;Yes
Male;Yes;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);6495;13398;No
Male;No;No;No;14;No;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;55;77195;No
Female;No;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);5055;24475;No
Female;No;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;5515;3229;No
Female;No;No;No;10;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;512;49825;No
Female;No;No;Yes;1;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;254;254;No
Female;No;No;No;68;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;5445;368775;No
Male;No;Yes;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;9515;177995;Yes
Female;No;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic);76;17836;No
Female;No;No;No;20;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4435;92715;No
Male;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70;70;Yes
Male;Yes;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;745;60655;Yes
Male;No;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);4485;4354;Yes
Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;761;17127;Yes
Male;No;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;612;20212;No
Male;No;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check;868;19408;No
Female;Yes;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8935;5678;No
Female;No;No;No;12;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;197;22035;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2025;2025;No
Female;No;Yes;Yes;71;Yes;No;Fiber optic;No;No;Yes;No;No;No;Two year;No;Electronic check;7605;543645;No
Male;Yes;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;34375;No
Male;No;Yes;Yes;40;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7455;301575;No
Female;No;No;Yes;1;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;736;736;Yes
Male;No;No;No;23;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);649;15098;No
Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9545;3961;Yes
Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;904;35665;No
Female;No;Yes;Yes;68;No;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);603;4109;No
Male;No;No;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;8185;31417;No
Male;No;Yes;Yes;52;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;248;12291;No
Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;230335;Yes
Male;No;Yes;Yes;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;7555;20544;No
Male;Yes;Yes;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;10115;374185;No
Male;No;No;Yes;48;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);7875;368245;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);1925;1925;No
Female;No;No;No;22;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;8905;188625;No
Female;No;No;No;43;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);11505;48951;No
Female;Yes;Yes;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6935;3416;No
Male;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;806;41555;Yes
Male;No;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);11005;56864;No
Male;No;No;No;71;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);199;13551;No
Female;No;Yes;Yes;38;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);803;305865;Yes
Male;Yes;Yes;No;24;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9315;223105;Yes
Male;No;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);915;323635;No
Female;Yes;No;No;54;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);8245;43501;Yes
Female;No;Yes;Yes;72;No;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;60;4264;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;448;448;No
Female;No;Yes;Yes;9;Yes;No;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;486;4223;No
Male;No;No;No;69;No;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6005;41767;No
Female;No;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1027;51381;No
Female;Yes;Yes;No;11;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;829;88005;No
Female;Yes;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7035;13905;Yes
Female;Yes;Yes;Yes;28;No;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;359;97365;No
Female;Yes;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);8265;147005;No
Female;No;Yes;Yes;35;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;1985;73935;No
Female;No;No;No;8;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;192;16195;No
Male;No;No;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);949;442295;No
Female;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7385;51125;Yes
Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;806;1558;Yes
Male;No;Yes;Yes;68;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);758;529395;Yes
Female;No;No;No;43;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1046;475985;Yes
Female;No;No;No;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;8815;614845;No
Female;No;No;No;36;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);948;356565;No
Male;No;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1034;6603;Yes
Female;Yes;No;No;32;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);5465;18301;No
Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8575;62238;No
Female;No;Yes;Yes;66;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6745;450865;No
Male;No;No;No;63;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;205;132815;No
Female;No;No;Yes;41;Yes;No;No;No;No;No;No;No;No;One year;Yes;Credit card (automatic);2025;865;No
Female;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;721;721;No
Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;904;1682;Yes
Female;No;Yes;No;70;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);1945;13035;No
Female;No;No;No;23;No;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4495;99685;No
Female;Yes;Yes;No;64;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);97;64309;No
Male;No;Yes;Yes;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);628;227875;No
Male;No;No;Yes;17;Yes;No;DSL;No;No;No;No;No;No;One year;No;Mailed check;446;6814;No
Female;Yes;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8915;57435;No
Male;No;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);848;3719;Yes
Female;Yes;No;No;21;No;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;419;8401;Yes
Female;No;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8025;846;Yes
Female;Yes;No;No;16;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;541;889;No
Male;No;Yes;No;64;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;10525;68234;No
Male;Yes;Yes;No;27;No;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);3075;8051;Yes
Male;No;Yes;Yes;42;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;No;Electronic check;971;401675;No
Male;No;No;Yes;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;202;8375;No
Female;No;No;No;41;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);988;395915;No
Male;No;Yes;No;58;Yes;No;DSL;No;No;Yes;No;No;No;One year;No;Credit card (automatic);503;287855;No
Female;No;No;No;47;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;2055;9457;No
Male;No;No;No;18;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);759;137305;No
Male;No;No;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);965;49255;Yes
Male;No;Yes;No;23;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);5995;1406;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1915;1915;No
Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);9865;696285;No
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1126;812665;No
Male;No;Yes;Yes;33;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;206;69025;No
Male;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8565;1815;Yes
Male;No;No;Yes;24;No;No;DSL;Yes;No;No;Yes;No;No;Two year;No;Mailed check;3575;8308;No
Female;No;Yes;Yes;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);9975;56084;No
Male;No;No;No;37;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);961;36468;No
Female;No;No;No;43;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);851;366225;No
Male;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2535;2535;No
Female;No;Yes;No;25;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10495;25665;Yes
Female;No;No;No;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;8965;53087;No
Male;No;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Electronic check;8675;141025;No
Female;No;Yes;No;41;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);862;333905;No
Male;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;5065;5065;Yes
Male;Yes;Yes;Yes;72;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);648;473235;No
Male;No;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9085;9085;Yes
Male;No;No;No;48;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1081;506745;No
Male;Yes;Yes;No;11;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1995;21475;Yes
Female;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8545;48747;Yes
Female;No;No;No;42;No;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;5475;234845;No
Male;No;No;No;44;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;904;4063;No
Male;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44;44;No
Female;No;No;No;27;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);956;259525;No
Male;Yes;Yes;No;27;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);848;230955;No
Female;Yes;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;443;893;No
Female;No;No;No;19;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;199;36755;No
Female;Yes;Yes;No;42;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9505;39445;No
Female;No;No;No;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);9005;596595;No
Male;Yes;Yes;No;33;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1099;36947;No
Female;No;No;No;34;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7395;252445;Yes
Male;Yes;No;No;33;No;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;546;18037;No
Female;No;Yes;Yes;23;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;2005;4151;No
Female;No;No;No;32;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);1975;62415;No
Female;No;No;No;11;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);2005;2377;No
Male;No;Yes;Yes;69;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9945;70076;Yes
Female;No;Yes;No;68;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);559;38488;No
Male;No;No;No;20;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;197;4194;No
Male;No;No;No;72;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);198;146875;No
Male;No;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);954;5812;No
Male;Yes;Yes;Yes;32;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;9395;286145;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;199;199;Yes
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;196;196;Yes
Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8135;2337;Yes
Female;No;Yes;No;46;Yes;Yes;No;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);2445;106615;No
Female;No;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;214905;No
Male;No;No;No;51;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;8735;4473;No
Female;Yes;Yes;No;48;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7065;354505;No
Female;No;Yes;Yes;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);7325;119575;No
Male;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);987;68589;No
Female;No;Yes;Yes;40;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;248;10247;No
Female;No;Yes;Yes;22;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;833;18459;Yes
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);753;753;Yes
Female;No;Yes;Yes;5;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;243;13225;No
Female;No;No;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6985;51545;No
Male;No;No;Yes;29;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);10055;283045;No
Male;No;Yes;Yes;44;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;257;11105;No
